#n = 8 	p = 8 	reps = 3
elements time
16 0.136104
16016 0.681166333333
32016 0.822240666667
48016 0.912280666667
64016 1.48817166667
80016 1.55461666667
96016 1.58414666667
112016 1.60791333333
128016 2.10981666667
144016 1.70206
160016 1.71411333333
176016 2.3088
192016 3.38118333333
208016 2.70914333333
224016 3.22393333333
240016 3.03544
256016 2.89397
272016 2.65624333333
288016 3.03197666667
304016 3.64248
320016 3.74292333333
336016 3.59217666667
352016 3.05292333333
368016 3.67816
384016 4.16581
400016 3.85114333333
416016 3.26700666667
432016 4.07169666667
448016 3.41699
464016 4.31294666667
480016 3.12818666667
496016 3.70125666667
512016 3.43248
528016 4.45410333333
544016 3.78391
560016 3.70335666667
576016 4.42293666667
592016 5.26075
608016 4.91173333333
624016 4.36844333333
640016 4.48376
656016 4.90528
672016 4.10129333333
688016 4.57971666667
704016 4.27605333333
720016 5.32324
736016 4.79740333333
752016 4.8617
768016 5.14984333333
784016 5.02877
800016 3.83547
816016 6.00857333333
832016 4.70937333333
848016 4.3989
864016 5.22291
880016 5.14677333333
896016 5.25798666667
912016 5.22810333333
928016 4.18835666667
944016 4.41074
960016 5.52830666667
976016 5.92844666667
992016 5.52415333333
1008016 5.78171
1024016 5.86816666667
1040016 4.57392
1056016 5.60453
1072016 5.23615666667
1088016 5.15867
1104016 4.00026333333
1120016 5.84921
1136016 5.11424
1152016 5.88363666667
1168016 6.42031666667
1184016 4.91359666667
1200016 5.14841666667
1216016 6.35619
1232016 6.38158
1248016 4.82510333333
1264016 6.08477333333
1280016 7.19413
1296016 5.82843
1312016 6.23475666667
1328016 6.941
1344016 6.0969
1360016 6.40559666667
1376016 5.35137
1392016 5.35957666667
1408016 5.84423666667
1424016 5.03834
1440016 5.42959666667
1456016 7.18444
1472016 5.27208
1488016 6.62877666667
1504016 6.22438666667
1520016 4.26224333333
1536016 4.99395
1552016 4.56370666667
1568016 6.10540666667
1584016 5.38261333333
