#n = 4 	p = 4 	reps = 3
elements time
8 6.46246666667e-05
8008 0.00502271666667
16008 0.0103139333333
24008 0.0154665666667
32008 0.0208315666667
40008 0.0306662
48008 0.0493654666667
56008 0.0728351666667
64008 0.0413671333333
72008 0.0532252666667
80008 0.0614855333333
88008 0.0531392333333
96008 0.0569575666667
104008 0.0641798
112008 0.0754995666667
120008 0.0721323333333
128008 0.0786650333333
136008 0.0857986666667
144008 0.158816733333
152008 0.0909908
160008 0.1000425
168008 0.102312666667
176008 0.109245666667
184008 0.136955333333
192008 0.125563333333
200008 0.120358666667
208008 0.186702
216008 0.130185333333
224008 0.346801
232008 0.136405666667
240008 0.176421666667
248008 0.150012
256008 0.189890666667
264008 0.167054333333
272008 0.172642
280008 0.171121666667
288008 0.23306
296008 0.197082
304008 0.192724666667
312008 0.195929333333
320008 0.191145333333
328008 0.201875333333
336008 0.600821
344008 0.234192
352008 0.216738333333
360008 0.227910333333
368008 0.472457666667
376008 0.239599
384008 0.233826333333
392008 0.257727333333
400008 0.247294
408008 0.244590666667
416008 0.246837666667
424008 0.300153
432008 0.271273666667
440008 0.295394
448008 0.286417666667
456008 0.281690333333
464008 0.283684666667
472008 0.309885333333
480008 0.448352
488008 0.320770666667
496008 0.359592
504008 0.555262666667
512008 0.306364666667
520008 0.367624333333
528008 0.334415
536008 0.345638666667
544008 0.42397
552008 0.344308
560008 0.359941333333
568008 0.348308333333
576008 0.408434333333
584008 0.403465
592008 0.345621333333
600008 0.379978333333
608008 0.389397666667
616008 0.388819333333
624008 0.393493333333
632008 0.409797
640008 0.450092333333
648008 0.501228333333
656008 0.408936666667
664008 0.413561333333
672008 0.566000666667
680008 0.419690666667
688008 0.415735666667
696008 0.434848666667
704008 0.446892
712008 0.719247
720008 0.443358333333
728008 0.459578666667
736008 0.720918333333
744008 0.625996666667
752008 0.433347666667
760008 0.468661333333
768008 0.456148666667
776008 0.493658
784008 0.502337666667
792008 0.476557333333
