#n = 8 	p = 8 	reps = 3
elements time
16 0.0979514666667
16016 0.108076666667
32016 0.123619333333
48016 0.147690333333
64016 0.148628666667
80016 0.159759333333
96016 0.167227
112016 0.163872666667
128016 0.192237666667
144016 0.226112333333
160016 0.199432666667
176016 0.203631666667
192016 0.189469
208016 0.188199333333
224016 0.390551666667
240016 0.231572333333
256016 0.249182
272016 0.222326333333
288016 0.348575
304016 0.299549666667
320016 0.26533
336016 0.226352333333
352016 0.235641
368016 0.310751333333
384016 0.251625333333
400016 0.306667
416016 0.290664666667
432016 0.49949
448016 0.290043333333
464016 0.319429333333
480016 0.305344333333
496016 0.357932333333
512016 0.487820666667
528016 0.329535666667
544016 0.337687
560016 0.404482666667
576016 0.331180333333
592016 0.312467666667
608016 0.369063666667
624016 0.334276333333
640016 0.412388
656016 0.367322333333
672016 0.393738
688016 0.376139333333
704016 0.428450333333
720016 0.567534666667
736016 0.514161
752016 0.359203333333
768016 0.445849333333
784016 0.371835333333
800016 0.377051666667
816016 0.42638
832016 0.455906333333
848016 0.623780666667
864016 0.430265666667
880016 0.536069
896016 0.483371666667
912016 0.652491
928016 0.512145333333
944016 0.464242
960016 0.555845
976016 0.690573333333
992016 0.513017333333
1008016 0.546698666667
1024016 0.640222666667
1040016 0.477819
1056016 0.816847333333
1072016 0.584150333333
1088016 0.484738666667
1104016 0.579243666667
1120016 0.561393666667
1136016 0.562122333333
1152016 0.580203
1168016 0.621031
1184016 0.628304666667
1200016 0.605001
1216016 0.593159333333
1232016 0.595358666667
1248016 0.645920333333
1264016 0.502633
1280016 0.673965
1296016 0.577281
1312016 0.708088333333
1328016 0.725557
1344016 0.741972333333
1360016 0.721784
1376016 0.729944666667
1392016 0.708027666667
1408016 0.752080666667
1424016 0.709723
1440016 0.776301333333
1456016 0.685316
1472016 0.731915333333
1488016 0.717806333333
1504016 0.743089666667
1520016 0.666448
1536016 0.749500666667
1552016 0.690387666667
1568016 0.913646333333
1584016 0.736202
