#n = 4 	p = 4 	reps = 3
elements time
8 4.86666666667e-05
8008 0.007526
16008 0.00534533333333
24008 0.00764166666667
32008 0.020924
40008 0.0120956666667
48008 0.0213503333333
56008 0.0193783333333
64008 0.0379103333333
72008 0.264315333333
80008 0.0267243333333
88008 0.0400833333333
96008 0.0304706666667
104008 0.0350163333333
112008 0.0414193333333
120008 0.148776333333
128008 0.042595
136008 0.0592076666667
144008 0.0567546666667
152008 0.067582
160008 0.0618776666667
168008 0.0627603333333
176008 0.078145
184008 0.0675473333333
192008 0.0707533333333
200008 0.0739136666667
208008 0.07514
216008 0.0788523333333
224008 0.0936496666667
232008 0.104357333333
240008 0.095775
248008 0.097016
256008 0.0971273333333
264008 0.115041333333
272008 0.101195333333
280008 0.113859333333
288008 0.140736
296008 0.110441333333
304008 0.113944333333
312008 0.121648
320008 0.130586333333
328008 0.133126666667
336008 0.140111333333
344008 0.136483333333
352008 0.146420333333
360008 0.142365
368008 0.151666666667
376008 0.151632
384008 0.141906
392008 0.149931666667
400008 0.159036333333
408008 0.181600333333
416008 0.158164
424008 0.158954333333
432008 0.188839
440008 0.174485666667
448008 0.178104333333
456008 0.180201666667
464008 0.179122
472008 0.180693
480008 0.182638333333
488008 0.195214666667
496008 0.199207666667
504008 0.193532333333
512008 0.200874333333
520008 0.199821666667
528008 0.224322333333
536008 0.21142
544008 0.293083333333
552008 0.218331666667
560008 0.221915
568008 0.224316
576008 0.228048666667
584008 0.224780333333
592008 0.229304
600008 0.234051666667
608008 0.236011333333
616008 0.240019666667
624008 0.242617333333
632008 0.249948333333
640008 0.252538666667
648008 0.254014666667
656008 0.262378666667
664008 0.290584333333
672008 0.261963
680008 0.260021666667
688008 0.268679666667
696008 0.279654666667
704008 0.289629
712008 0.293100333333
720008 0.315681333333
728008 0.280557666667
736008 0.292369
744008 0.299101666667
752008 0.295151666667
760008 0.300208666667
768008 0.317676333333
776008 0.298880666667
784008 0.581625666667
792008 0.307995666667
